7949|99/05446-8|Produção científica|Ixodes (Ixodes) pararicinus Keirans & Clifford, 1985 (Acari: Ixodidae): description of the immature stages, distribution, hosts and medical/veterinary importance|[Inglês] The immature stages of the Neotropical tick Ixodes (Ixodes) pararicinus Keirans & Clifford, 1985 are described from specimens in a laboratory colony initiated from engorged females collected on cattle and larvae fed on mice and chickens. The larv|Systematic Parasitology|60|3|225-234|2005|Mar. 2005||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://link.periodicos.capes.gov.br/sfxlcl3?url_ver=Z39.88-2004&url_ctx_fmt=infofi/fmt:kev:mtx:ctx&ctx_enc=info:ofi/enc:UTF-8&ctx_ver=Z39.88-2004&rfr_id=info:sid/sfxit.com:azlist&sfx.ignore_date_threshold=1&rft.object_id=95492548||||VENZAL, JOSÉ MANUEL; ESTRADA-PEÑA, AGUSTÍN; BARROS-BATTESTI, DARCI MORAES; ONOFRIO, VALERIA CASTILHO; BELDOMÉNICO, PABLO MARTÍN||Ciências biológicas|Zoologia||Taxonomia dos grupos recentes - Ácaros e carrapatos - Ixodidae - Ixodes - Programa BIOTA-FAPESP - Projetos Temáticos|Publicado|19/8/10 15:31||Administrador|
3095|98/11666-8, 99/05446-8|Produção científica|Redescription of Amblyomma fuscum Neumann, 1907 (Acari: Ixodidae), a rare South America tick confirmed in Brazil|[Inglês] The species Amblyomma fuscum Neumann, 1907 is a rare tick found on the Neotropical Region, but it has not been recorded as a valid taxon in some lists proposed by current taxonomists. After a comparison between the Brazilian material of A. fuscum|Systematic Parasitology|61|2|85-92|2005|June 2005||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://link.periodicos.capes.gov.br/sfxlcl3?url_ver=Z39.88-2004&url_ctx_fmt=infofi/fmt:kev:mtx:ctx&ctx_enc=info:ofi/enc:UTF-8&ctx_ver=Z39.88-2004&rfr_id=info:sid/sfxit.com:azlist&sfx.ignore_date_threshold=1&rft.object_id=95492548||||BARROS-BATTESTI, DARCI M; ONOFRIO, VALERIA C; LABRUNA, MARCELO B; MARTINS, JOÃO R; GUGLIELMONE, ALBERTO A||Ciências biológicas|Zoologia||Taxonomia dos grupos recentes - Ácaros e carrapatos - Ixodidae - Amblyomma fuscum - América do Sul - Programa BIOTA-FAPESP - Projetos Temáticos||||SciELO|
7836|01/13340-7, 02/05996-2, 03/02753-4, 03/02766-9, 03/02767-5, 03/09612-7, 03/12893-8|Produção científica|Effects of physical habitat degradation on the stream fish assemblage structure in a pasture region|[Inglês] We compared the fish assemblage structure from streams with different intensities of physical habitat degradation and chemical water pollution by domestic sewage in southeastern Brazil. Eight streams (R1-R8) showing less disturbed or more disturb|Environmental Management|38|6|974-982|2006|Dec. 2006||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://link.periodicos.capes.gov.br/sfxlcl3?url_ver=Z39.88-2004&url_ctx_fmt=infofi/fmt:kev:mtx:ctx&ctx_enc=info:ofi/enc:UTF-8&ctx_ver=Z39.88-2004&rfr_id=info:sid/sfxit.com:azlist&sfx.ignore_date_threshold=1&rft.object_id=95492552||||CASATTI, LILIAN; LANGEANI, FRANCISCO; FERREIRA, CRISTIANE P||Ciências biológicas|Zoologia|O artigo da revista consta como produto de sete Processos: 01/13340-7, 02/05996-2, 03/02753-4 em nome de Lilian Casatti , 03/02766-9 em nome de Jose Luiz Veronezi Junior, 03/02767-5 em nome de Daniel Roberto Lacerda, 03/12893-8 em nome de Mônica Ceneviva |Zoologia aplicada - Biodiversidade - Peixes de água doce - Poluição da água - Degradação ambiental - Biomassa - Rio Paraná - Programa BIOTA-FAPESP - Programa Jovens Pesquisadores - Bolsas no Brasil - Iniciação Científica - Bolsas no Brasil - Capacitação T||||SciELO|
5||Produção científica|Elevated CO2 increases photosynthesis, biomass and productivity, and modifies gene expression in sugarcane|[Inglês] Because of the economical relevance of sugarcane and its high potential as a source of biofuel, it is important to understand how this crop will respond to the foreseen increase in atmospheric [CO2]. The effects of increased [CO2] on photosynthes|Plant, Cell and Environment|31|8|1116-1127|2008|Aug. 2008||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2008.01822.x/abstract' target='_blank'>http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2008.01822.x/abstract</a>||||SOUZA, AMANDA PEREIRA DE; GASPAR, MARILIA; SILVA, EMERSON ALVES DA; ULIAN, EUGÊNIO CÉSAR; WACLAWOVSKY, ALESSANDRO JAQUIEL; NISHIYAMA JÚNIOR, MILTON YUTAKA, SANTOS, ||Ciências biológicas|Botânica||Fisiologia vegetal - Fotossíntese - Biocombustíveis - Saccharum - Cana-de-açúcar - Zea mays - Milho - Bolsas no Brasil - Mestrado - Projetos Mudanças Climáticas - Programa BIOTA-FAPESP - Projetos Temáticos||||SciELO|
5461|04/03333-1|Produção científica|Polyamines induce rapid biosynthesis of nitric oxide (NO) in Arabidopsis thaliana seedlings|[Inglês] In this study, we examined the regulation by putrescine, spermidine and spermine of nitric oxide (NO) biosynthesis in Arabidopsis thaliana seedlings. Using a fluorimetric method employing the cell-impermeable NO-binding dye diaminorhodamine-4M (D|Plant and Cell Physiology|47|3|346-354|2006|Mar. 2006||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://pcp.oxfordjournals.org/cgi/content/abstract/47/3/346' target='_blank'>http://pcp.oxfordjournals.org/cgi/content/abstract/47/3/346</a>||||TUN, NI NI; SANTA-CATARINA, CLAUDETE; BEGUM, TAHMINA; SILVEIRA, VANILDO; HANDRO, WALTER; FLOH, ENY IOCHEVET SEGAL; SCHERER, GÜNTHER FE||Ciências biológicas|Botânica||Fisiologia vegetal - Plantas - Arabidopsis thaliana - Aminoácidos - Arginina - Poliaminas - Óxido nítrico - Programa BIOTA-FAPESP - Projetos Temáticos|Publicado|5/7/11 19:21|29/7/11 18:16|analuiza|ines
7737|01/14949-5, 03/02176-7, 04/07932-7, 06/54948-1, 97/10678-0, 98/05074-0|Produção científica|Anxiolytic effects of erythrinian alkaloids from Erythrina mulungu|[Inglês] One new erythrinian alkaloid derivative, (+)-11-hydroxyerythravine (1), and the known (+)-erythravine (2) and (+)--hydroxyerysotrine (3) were isolated from the flowers of Erythrina mulungu. Their structures were determined by spectroscopic/spectr|Journal of Natural Products|70|1|48-53|2007|Jan. 2007||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://pubs.acs.org/cgi-bin/abstract.cgi/jnprdf/2007/70/i01/abs/np060254j.html' target='_blank'>http://pubs.acs.org/cgi-bin/abstract.cgi/jnprdf/2007/70/i01/abs/np060254j.html</a>||||FLAUSINO JÚNIOR, OTAVIO; SANTOS, LUCIANA DE ÁVILA; VERLI, HUGO; PEREIRA, ANA MARIA; BOLZANI, VANDERLAN DA SILVA||Ciências exatas e da terra|Química||Química orgânica - Fármacos - Ansiolíticos - Erythrina - Espectroscopia de ressonância magnética - Programa BIOTA-FAPESP - Projetos Temáticos||||SciELO|
||Produção científica|New antioxidant c-glucosylxanthones from the stems of Arrabidaea samydoides|[Inglês] Three new C-glucosylxanthones, 2-(2?-O-trans-caffeoyl)-C-betha-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone (1), 2-(2?-O-trans-cinnamoyl)-C-betha-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone (2), and 2-(2?-O-transcoumaroyl)- C-betha-D-glucopyra|Journal of Natural Products|66|10|1384-1387|2003|2003||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://pubs.acs.org/doi/pdfplus/10.1021/np030100t' target='_blank'>http://pubs.acs.org/doi/pdfplus/10.1021/np030100t</a>||||PAULETTI, PATRÍCIA MENDONÇA; CASTRO-GAMBOA, IAN; SILVA, DULCE HELENA SIQUEIRA; YOUNG, MARIA CLAUDIA MARX; TOMAZELA, DANIELA MARIA; EBERLIN, MARCOS NOGUEIRA, BOLZANI, VANDERLAN DA SILVA||Ciências exatas e da terra|Química||Química orgânica - Antioxidantes - Arrabidaea samydoides - Programa BIOTA-FAPESP - Projetos Temáticos|Publicado|19/8/10 15:32||Administrador|
||Produção científica|Further bioactive piperidine alkaloids from the flowers and green fruits of Cassia spectabilis|[Inglês] The flowers of Cassia spectabilis yielded three new piperidine alkaloids, (-)-3-O-acetylspectaline (1), (-)-7-hydroxyspectaline (2), and iso-6-spectaline (3), together with the known (-)-spectaline (4). The green fruits of this plant were also in|Journal of Natural Products|67|5|908-910|2004|May 2004||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://pubs.acs.org/doi/pdfplus/10.1021/np0303963' target='_blank'>http://pubs.acs.org/doi/pdfplus/10.1021/np0303963</a>||||VIEGAS JUNIOR, CLAUDIO; BOLZANI, VANDERLAN DA S; FURLAN, MAYSA; BARREIRO, ELIEZER J; YOUNG, MARIA CLAUDIA; TOMAZEL, DANIELA; EBERLIN, MARCOS N||Ciências exatas e da terra|Química||Química orgânica - Piperidinas - Alcalóides - Fabaceae - Cassia - Flores - Fruto - Programa BIOTA-FAPESP - Projetos Temáticos|Publicado|19/8/10 15:28||Administrador|
7965|00/08904-6, 00/09743-6, 01/10540-5, 03/00313-7, 03/11524-9, 94/05984-6, 98/05074-0, 98/16545-4, 99/09808-1|Produção científica|Benzoic acid derivatives from piper species and their fungitoxic activity against Cladosporium cladosporioides and C. sphaerospermum|[Inglês] Piper crassinervium, P. aduncum, P. hostmannianum, and P. gaudichaudianum contain the new benzoic acid derivatives crassinervic acid (1), aduncumene (8), hostmaniane (18), and gaudichaudianic acid (20), respectively, as major secondary metabolite|Journal of Natural Products|67|11|1783-1788|2004|2004||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://pubs.acs.org/doi/pdfplus/10.1021/np030530j' target='_blank'>http://pubs.acs.org/doi/pdfplus/10.1021/np030530j</a>||||LAGO, JOÃO HENRIQUE G; RAMOS, CLÉCIO SOUSA; CASANOVA, DIEGO CAMPOS C; MORANDIM, ANDREIA DE A||Ciências exatas e da terra|Química|O artigo da revista consta como produto de nove Processos: 00/09743-6 e 03/00313-7 em nome de Clécio Sousa Ramos, 00/08904-6 em nome de Diego Campos Cervera Casanova, 99/09808-1 e 01/10540-5 em nome de Andreia de Araujo Morandim, 98/16545-4 em nome de Deb|Química orgânica - Ácido benzóico - Piper - Antimicóticos - Cladosporium - Programa BIOTA-FAPESP - Projetos Temáticos - Projetos Regulares - Bolsas no Brasil - Doutorado - Bolsas no Brasil - Doutorado Direto - Bolsas no Brasil - Mestrado|Publicado|19/8/10 15:24||Administrador|
8152|98/05074-0|Produção científica|Indole glucoalkaloids from Chimarrhis turbinata and their evaluation as antioxidant agents and acetylcholinesterase inhibitors|[Inglês] As part of our study on bioactive agents from Brazilian rainforest plants, two new glucoalkaloids, 3,4-dehydro-strictosidine (1) and 3,4-dehydro-strictosidinic acid (2), were isolated from Chimarrhis turbinata, along with seven known glucoalkaloi|Journal of Natural Products|67|11|1882-1885|2004|Nov. 2004||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://pubs.acs.org/doi/pdfplus/10.1021/np049863m' target='_blank'>http://pubs.acs.org/doi/pdfplus/10.1021/np049863m</a>||||CARDOSO, CARMEM LUCIA; CASTRO-GAMBOA, IAN; SILVA, DULCE HELENA SIQUEIRA; FURLAN, MAYSA; EPIFANIO, ROSÂNGELA DE A; PINTO, ÂNGELO DA CUNHA; REZENDE, CLAÚDIA MORAES DE; LIMA, JOSÉLIA ALENCAR; BOLZANI, VANDERLAN DA SILVA||Ciências exatas e da terra|Química||Química orgânica - Inibidores da colinesterase - Antioxidantes - Rubiaceae - Chimarrhis turbinata - Programa BIOTA-FAPESP - Projetos Temáticos|Publicado|19/8/10 15:32||Administrador|
9085|02/09289-9, 05/57829-0, 08/58120-3|Produção científica|Can the deforestation breeze change the rainfall in Amazonia? A case study for the BR-163 highway region|[Inglês] The authors simulated the effects of Amazonian mesoscale deforestation in the boundary layer and in rainfall with the Brazilian Regional Atmospheric Modeling System (BRAMS) model. They found that both the area and shape (with respect to wind inci|Earth Interactions|14|18|jan/25|2010|Nov. 2010||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=59526728&site=ehost-live' target='_blank'>http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=59526728&site=ehost-live</a>||||SAAD, SANDRA I; ROCHA, HUMBERTO R DA||Ciências exatas e da terra|Geociências||Meteorologia - Desmatamento - Chuva - Umidade do solo - Amazônia - Bolsas no Brasil - Mestrado - Projetos Temáticos - Programa BIOTA-FAPESP - Projetos Mudanças Climáticas|Publicado|19/8/10 15:29||Administrador|
7901|02/12215-7, 03/08797-3, 93/04672-8, 97/14467-3, 99/11853-5|Produção científica|Sesquiterpenes from essential oil from fruits of Guarea macrophylla Vahl ssp. Tuberculata (Meliaceae)|[Inglês] The hydrodistillatedessentialoilfrom fruits of GuareamacrophyllaVahls sp. tuberculata (Meliaceae) was analyzed by capillaxy GC and GC/MS. Twenty-four sesquiterpenes were identified, representing 92.9% of volatiles, among which 78.2% were hydrocar|Journal of Essential Oil Research|17|1|84-85|2005|Jan.-Feb. 2005||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://vnweb.hwwilsonweb.com/hww/results/external_link_maincontentframe.jhtml?_DARGS=/hww/results/results_common.jhtml.42' target='_blank'>http://vnweb.hwwilsonweb.com/hww/results/external_link_maincontentframe.jhtml?_DARGS=/hww/||||LAGO, JOÃO HENRIQUE G; CORNÉLIO, MELÂNIA LOPES; MORENO, PAULO ROBERTO H; APEL, MIRIAM ANDERS; LIMBERGER, RE||Ciências exatas e da terra|Química|O artigo da revista consta como produto de cinco Processos: 97/14467-3 e 99/11853-5 em nome de João Henrique Ghilardi Lago, 02/12215-7 e 03/08797-3 em nome de Paulo Roberto Hrihorowitsch Moreno e 93/04672-8 em nome de Nídia Franca Roque|Química orgânica - Guarea macrophylla ssp - Meliaceae - Óleos voláteis - Sesquiterpenos - Programa BIOTA-FAPESP - Projetos PITE-FAPESP - Projetos Temáticos - Projetos Regulares - Bolsas no Brasil - Doutorado - Bolsas no Brasil - Mestrado|Publicado|19/8/10 15:31||Administrador|
197||Produção científica|Two new species of Charinus Simon, 1892 from Brazil with biologicalnotes (Arachnida; Amblypygi; Charinidae)|[Inglês] Charinus acaraje n. sp. is described from Gruta Pedra do Sino, Santa Luzia, Bahia, Brazil and Charinus asturius n. sp. from Morro Pacuíba, Ilhabela, São Paulo, Brazil. Charinus asturius is recorded from the most southern locality in South America|Journal of Natural History|36|1|107-118|2002|2002||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://web.ebscohost.com/ehost/pdfviewer/pdfviewer?vid=3&hid=10&sid=2127e8e8-7c9e-4236-a850-db4fc00d7bfd%40sessionmgr10' target='_blank'>http://web.ebscohost.com/ehost/pdfviewer/pdfviewer?vid=3&hid=10&sid=2127e8e8-7c9e-4236-a85</||||PINTO-DA-ROCHA, RICARDO; MACHADO, GLAUCO; WEYGOLDT, PETER||Ciências biológicas|Zoologia|O artigo da revista consta como produto de dois Processos: 97/09508-2 em nome de Ricardo Pinto da Rocha, 00/05729-9 em nome de Ricardo Pinto da Rocha|Taxonomia dos grupos recentes - Arachnida - Amblypygi - Charinidae - Charinus Simon - Programa BIOTA-FAPESP - Projetos Regulares - Bolsas no Brasil - Pós-Doutorado||||SciELO|
8109|00/01920-6, 98/05072-8|Produção científica|A new species of Creagrutus Günther (Teleostei: Ostariophysi: Characiformes), from the upper Rio Paraná basin, central Brazil|[Inglês] Creagrutus varii n. sp. is described based on material from the Rio São Marcos basin, in the upper Rio Paraná system, Goiás State, Brazil. This is the first record of Creagrutus in the upper Rio Paraná. The new species is proposed to be the siste|Journal of Fish Biology|64|3|597-611|2004|Mar. 2004||Inglês|Artigo Científico|[Inglês - Capes] <a href='http://web.ebscohost.com/ehost/pdfviewer/pdfviewer?vid=3&hid=105&sid=a75150d2-34c9-4bb5-95b9-8213d2bc9146%40sessionmgr104' target='_blank'>http://web.ebscohost.com/ehost/pdfviewer/pdfviewer?vid=3&hid=105&sid=a75150d2-34c9-4bb5-95||||RIBEIRO, AC; BENINE, RC; FIGUEIREDO, CA||Ciências biológicas|Zoologia|O artigo da revista consta como produto de dois Processos: 98/05072-8 em nome de Ricardo Macedo Correa e Castro e 00/01920-6 em nome de Ricardo Cardoso Benine|Taxonomia dos grupos recentes - Peixes - Osteichthyes - Characiformes - Creagrutus - Filogenia - Rio Paraná - Programa BIOTA-FAPESP - Projetos Temáticos - Bolsas no Brasil - Doutorado||||SciELO|
